artista,musica,album,kmeans_cluster
Lil Uzi Vert,Do What I Want,The Perfect LUV Tape,5
Skillet,Comatose,Comatose,5
Skillet,Comatose,Comatose,4
Skillet,Comatose,Comatose,4
The War On Drugs,Brothers,Slave Ambient,3
The War On Drugs,Brothers,Slave Ambient,5
The War On Drugs,Brothers,Slave Ambient,7
Lil Uzi Vert,Erase Your Social,The Perfect LUV Tape,3
Bastille,Pompeii,Bad Blood,5
Bastille,Pompeii,Bad Blood,1
Logic,The Incredible True Story,The Incredible True Story,5
HTHAZE,Trust Issues,Nimbus,3
HTHAZE,Trust Issues,Nimbus,5
YFN Lucci,Everyday We Lit (feat. PnB Rock),Long Live Nut,5
Tyga,Hookah,Hookah,3
Matthew Sweet,Girlfriend,Girlfriend (Legacy Edition),5
Matthew Sweet,Girlfriend,Girlfriend (Legacy Edition),4
Matthew Sweet,Girlfriend,Girlfriend (Legacy Edition),0
Matthew Sweet,Girlfriend,Girlfriend (Legacy Edition),0
Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),Feels Great (feat. Fetty Wap & CVBZ),5
Milky Chance,Ego,Blossom,3
Milky Chance,Ego,Blossom,3
Van Morrison,Sweet Thing,Astral Weeks,3
Usher,Guilty,Raymond v Raymond,3
Falling In Reverse,Game Over,Fashionably Late,3
Two Door Cinema Club,What You Know,Tourist History,5
O.T. Genasis,CoCo,CoCo,5
Red Hot Chili Peppers,Otherside,Californication,5
Red Hot Chili Peppers,Otherside,Californication,6
Stitches,When I Die,I Need Rehab,3
Sporto Kantès,Whistle,3 at Last,5
Sporto Kantès,Whistle,3 at Last,3
Sporto Kantès,Whistle,3 at Last,0
Young Dolph,Play Wit Yo' Bitch,Gelato,3
Nicki Minaj,Only,The Pinkprint,3
Nicki Minaj,Only,The Pinkprint,0
Kanye West,Good Life,Graduation,3
Kanye West,Good Life,Graduation,5
Kanye West,Good Life,Graduation,0
Kanye West,Good Life,Graduation,0
Kanye West,Good Life,Graduation,1
Two Door Cinema Club,Spring,Beacon,5
J. Holiday,Bed,Back Of My Lac',5
J. Holiday,Bed,Back Of My Lac',0
Demi Lovato,Stone Cold,Confident,5
DGAF,Knuckle Up,DGAF,3
DGAF,Knuckle Up,DGAF,0
ScHoolboy Q,The Purge,Oxymoron,5
ScHoolboy Q,The Purge,Oxymoron,5
ScHoolboy Q,The Purge,Oxymoron,5
Ghost Town,Dracula,The After Party,3
24hrs,You Know,You Know,5
Just Hush,Shinobi,Shinobi,3
Iamsu!,Mobbin,Suzy 6 Speed,5
Kid Ink,Nasty,Kid Ink (Hits Japan Tour Edition),5
Kid Ink,Nasty,Kid Ink (Hits Japan Tour Edition),3
Kid Ink,Nasty,Kid Ink (Hits Japan Tour Edition),5
Smokepurpp,OK (feat. Lil Pump),Deadstar,5
Smokepurpp,OK (feat. Lil Pump),Deadstar,0
The Roots,Adrenaline!,Things Fall Apart,5
Yung Pinch,Rock With Us,714Ever,3
Big L,Deadly Combination (feat. 2Pac),The Big Picture,3
Big L,Deadly Combination (feat. 2Pac),The Big Picture,6
Avenged Sevenfold,Dear God,Avenged Sevenfold,3
DMX,Where The Hood At,Grand Champ,5
DMX,Where The Hood At,Grand Champ,0
Jedi Mind Tricks,I Against I,Violent By Design,5
Ice Cube,Smoke Some Weed,"Laugh Now, Cry Later",5
N.W.A.,Fuck Tha Police,Straight Outta Compton,5
N.W.A.,Fuck Tha Police,Straight Outta Compton,1
N.W.A.,Fuck Tha Police,Straight Outta Compton,1
Mobb Deep,"Shook Ones, Pt. II",The Infamous,5
2Pac,Runnin' (Dying To Live),Resurrection,5
Daddy Yankee,Gasolina,Tormenta Tropical Vol. 1,3
J. Cole,No Role Modelz,2014 Forest Hills Drive,3
Gucci Mane,Met Gala (feat. Offset),Droptopwop,5
Jason Derulo,What If,Jason Derulo,3
Jason Derulo,What If,Jason Derulo,0
Jason Derulo,What If,Jason Derulo,0
Joey Bada$$,Paper Trail$,B4.DA.$$,5
Joey Bada$$,Paper Trail$,B4.DA.$$,1
Jedi Mind Tricks,Uncommon Valor: A Vietnam Story,"Servants In Heaven, Kings In Hell",5
D12,Purple Pills,Devils Night,5
D12,Purple Pills,Devils Night,1
The Tallest Man On Earth,Thousand Ways,The Wild Hunt,3
SEVENTEEN,Rock,SEVENTEEN 2nd Mini Album 'Boys Be',5
Vic Mensa,Rollin' Like A Stoner,The Autobiography,5
Jimmy Wopo,Elm Street,Woponese,3
EPMD,Da Joint,Back In Business,3
EPMD,Da Joint,Back In Business,6
Mobb Deep,Hell on Earth (Front Lines),Hell On Earth (Explicit),5
Mobb Deep,Hell on Earth (Front Lines),Hell On Earth (Explicit),5
Rezonate,The Journey,Prelude EP,3
N.W.A.,Chin Check,The Best Of N.W.A: The Strength Of Street Knowledge,5
N.W.A.,Chin Check,The Best Of N.W.A: The Strength Of Street Knowledge,5
N.W.A.,Chin Check,The Best Of N.W.A: The Strength Of Street Knowledge,1
GZA,Shadowboxin',Liquid Swords,5
GZA,Shadowboxin',Liquid Swords,1
Nas,N.Y. State of Mind,Illmatic XX,5
Nas,N.Y. State of Mind,Illmatic XX,5
Chris Brown,Picture Me Rollin',Royalty (Deluxe Version),5
Chris Brown,Picture Me Rollin',Royalty (Deluxe Version),7
Snoop Dogg,Gin And Juice (feat. Dat Nigga Daz),Doggystyle,5
Reese La Flare,Gold House,Gold House,3
Cody Johnson,Ride With Me,A Different Day,5
Cody Johnson,Ride With Me,A Different Day,5
Cody Johnson,Ride With Me,A Different Day,6
Carnage,Mase in '97,Mase in '97,5
The O'Jays,Back Stabbers,Back Stabbers,5
Kehlani,Keep On,SweetSexySavage,3
Pouya,Prime,Underground Underdog,5
Pouya,Prime,Underground Underdog,7
George Strait,It Was Me,Troubadour,5
NERO,Doomsday,Welcome Reality,5
NERO,Doomsday,Welcome Reality,7
NERO,Doomsday,Welcome Reality,1
21 Savage,X (feat. Future),Savage Mode,3
Kevin Gates,911,The Fate of the Furious: The Album,3
Kevin Gates,911,The Fate of the Furious: The Album,3
21 Savage,Run Up the Racks,Without Warning,3
Smokepurpp,Ski Mask,Ski Mask,3
Jazz Cartier,• 100 Roses,Hotel Paranoia,5
Kelsea Ballerini,Legends,Unapologetically,5
Jazz Cartier,Dead Or Alive,Dead Or Alive,5
Jazz Cartier,Dead Or Alive,Dead Or Alive,1
The Story So Far,Bad Luck,Songs Of,3
The Story So Far,Bad Luck,Songs Of,0
Kodak Black,Young Prodigy,Lil Big Pac,5
The Game,My Life,LAX,5
The Game,My Life,LAX,0
The Game,My Life,LAX,1
Boy & Bear,Showdown,Limit Of Love,3
Kodak Black,Vibin In This Bih,Lil Big Pac,5
Yung Erns Money,Hot Nigga,Young Rich Niggas 2 YRN,3
Snoop Dogg,Who Am I (What's My Name)?,Doggystyle,5
Snoop Dogg,Who Am I (What's My Name)?,Doggystyle,1
Grimes,Oblivion,Visions,5
Years & Years,Real,Communion,3
Years & Years,Real,Communion,0
Years & Years,Real,Communion,7
Years & Years,Real,Communion,1
Murphy Lee,Stomp,The Longest Yard,5
Hoodie Allen,No Interruption,All American,5
The 1975,Girls,The 1975,3
ScHoolboy Q,Man Of The Year,Oxymoron,5
ScHoolboy Q,Man Of The Year,Oxymoron,5
ScHoolboy Q,Man Of The Year,Oxymoron,5
Red Hot Chili Peppers,Californication,Californication,5
The Burned,Make Believe,The Burned [Digital Release],5
P!nk,So What,Funhouse: The Tour Edition,5
P!nk,So What,Funhouse: The Tour Edition,7
P!nk,So What,Funhouse: The Tour Edition,1
Florida Georgia Line,Cruise,Here's To The Good Times,3
XXXTENTACION,Fuck Love (feat. Trippie Redd),17,3
XXXTENTACION,Jocelyn Flores,17,3
Flo Rida,Good Feeling,Wild Ones,5
Tyga,Potty Mouth,Careless World: Rise Of The Last King,3
Max Frost,Adderall,Adderall,3
Max Frost,Adderall,Adderall,0
Max Frost,Adderall,Adderall,0
MAGIC!,Rude,Don't Kill the Magic,5
MAGIC!,Rude,Don't Kill the Magic,1
Wifisfuneral,I Can't Fold,Black Heart Revenge,3
Kid Cudi,TGIF,A Kid Named Cudi,3
Khalid,Let's Go,American Teen,5
Meghan Trainor,Me Too,Thank You,5
Meghan Trainor,Me Too,Thank You,1
Kodaline,What It Is,Love Like This,3
Baby Bash,Suga Suga,Tha Smokin' Nephew,5
Baby Bash,Suga Suga,Tha Smokin' Nephew,0
Baby Bash,Suga Suga,Tha Smokin' Nephew,0
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),The Bigger Artist,5
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),The Bigger Artist,0
Lil Yachty,One Night,Lil Boat,3
Lil Yachty,One Night,Lil Boat,6
Tee Grizzley,From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),5
Iamsu!,I Love My Squad,I Love My Squad,3
Chrisette Michele,Charades,Better,3
Chrisette Michele,Charades,Better,3
PnB Rock,Selfish,GTTM: Goin Thru the Motions,3
PnB Rock,Selfish,GTTM: Goin Thru the Motions,2
PnB Rock,Selfish,GTTM: Goin Thru the Motions,0
PnB Rock,Selfish,GTTM: Goin Thru the Motions,1
Logic,Everybody,Everybody,3
Logic,Everybody,Everybody,5
Logic,Everybody,Everybody,0
The Jackson 5,ABC,ABC,5
Great Good Fine Ok,By My Side,Body Diamond,5
Great Good Fine Ok,By My Side,Body Diamond,0
Kool John,Blue Hunnids,Blue Hunnids (feat. P-Lo) - Single,3
Kool John,Blue Hunnids,Blue Hunnids (feat. P-Lo) - Single,3
The Partridge Family,I Think I Love You,Partridge Family Album,3
Mac Miller,Donald Trump,Blue Slide Park,5
Mac Miller,Donald Trump,Blue Slide Park,5
Mac Miller,Donald Trump,Blue Slide Park,0
Kodak Black,Shoulda Woulda,Project Baby,3
PnB Rock,Roll My Weed,Yung Lan Presents: The Arrival,3
Drake,The Motto,Take Care,3
K.Flay,Hail Mary,What If It Is,5
K.Flay,Hail Mary,What If It Is,0
K.Flay,Hail Mary,What If It Is,1
J. Cole,Neighbors,4 Your Eyez Only,3
J. Cole,Neighbors,4 Your Eyez Only,6
Kendrick Lamar,A.D.H.D,Section.80,5
Kendrick Lamar,A.D.H.D,Section.80,1
ScHoolboy Q,Sacrilegious,Habits & Contradictions,3
Playboi Carti,wokeuplikethis*,Playboi Carti,5
Pink Floyd,In the Flesh,The Wall,3
YG,I Be On,Red Friday,3
VOKES,Value,Fractalism - EP,5
Charlie Daniels,Texas,Nightrider,3
Don Linen,Leanin',Leanin',3
A$AP Ferg,Plain Jane,Still Striving,5
Slipknot,Before I Forget,Vol. 3: The Subliminal Verses [Special Package],5
Ice Cube,It Was A Good Day,The Predator,5
Ice Cube,It Was A Good Day,The Predator,5
Ice Cube,It Was A Good Day,The Predator,1
Travis Porter,Make It Rain,From Day 1,5
Travis Porter,Make It Rain,From Day 1,1
Disclosure,Apollo,Settle (The Remixes),3
Sia,Reaper,This Is Acting,5
Dum Dum Girls,Coming Down,Only in Dreams,5
Dum Dum Girls,Coming Down,Only in Dreams,4
Dum Dum Girls,Coming Down,Only in Dreams,7
Ekali,Babylon (feat. Denzel Curry),Babylon (feat. Denzel Curry),5
Lil Wayne,Knockout,Rebirth,5
Ani DiFranco,Both Hands,Ani DiFranco,3
Gemaine,Freaky,Curious,3
Drake,Pound Cake / Paris Morton Music 2,Nothing Was The Same,5
Uh Huh Her,Explode,Common Reaction,3
Eminem,Underground,Relapse,5
The Roots,Push Up Ya Lighter,Illadelph Halflife,3
Logic,Fade Away,The Incredible True Story,3
Logic,Fade Away,The Incredible True Story,5
Logic,Fade Away,The Incredible True Story,3
Gorillaz,Revolving Doors,The Fall,5
Brandi Carlile,Throw It All Away,Brandi Carlile,5
Jeremih,I Did,Late Nights: The Album,5
Gang Starr,Mass Appeal,Hard To Earn,5
Gang Starr,Mass Appeal,Hard To Earn,1
Johnny Depp,Epiphany,"Sweeney Todd, The Demon Barber of Fleet Street, The Motion Picture Soundtrack",5
Ice Cube,Givin' Up The Nappy Dug Out,Death Certificate,5
Paramore,Part II,Paramore,5
2Pac,Ambitionz Az A Ridah,All Eyez On Me,5
2Pac,Ambitionz Az A Ridah,All Eyez On Me,1
Dr. Dre,The Next Episode,2001,5
Dr. Dre,The Next Episode,2001,0
Little Mix,Hair,Hair,5
Lil Uzi Vert,Canadian Goose,Lil Uzi Vert Vs. The World,5
Logic,Young Jesus,The Incredible True Story,5
Logic,Young Jesus,The Incredible True Story,1
Young Thug,"Guwop (feat. Quavo, Offset and Young Scooter)",JEFFERY,5
2 Chainz,OG Kush Diet,Pretty Girls Like Trap Music,5
Tyga,Rack City,Careless World: Rise Of The Last King,3
Kevin Gates,2 Phones,Islah,5
Kodak Black,Versatile,Project Baby 2,3
Kodak Black,Versatile,Project Baby 2,5
Disclosure,Omen,Caracal,3
Disclosure,Omen,Caracal,7
Jesse & Joy,3 A.M.,3 A.M.,5
HAIM,Don't Save Me,Days Are Gone,5
Pouya,Don't Be a Hoe,Underground Underdog,5
O.T. Genasis,Touchdown,Touchdown,3
Meek Mill,Offended (feat. Young Thug & 21 Savage),DC4,3
Lil Durk,Tryna' Tryna',Remember My Name,5
Jeezy,Trap Star,Let's Get It: Thug Motivation 101,5
Charles Hamilton,Crayola,The Black Box,3
Chris Brown,Fine China,X (Deluxe Version),5
Chris Brown,Fine China,X (Deluxe Version),0
Lil Durk,Make It Back,Lil Durk 2X,3
A Boogie Wit da Hoodie,Ransom,TBA,5
A Boogie Wit da Hoodie,Ransom,TBA,0
A Boogie Wit da Hoodie,Ransom,TBA,0
A Boogie Wit da Hoodie,Ransom,TBA,6
Muse,Starlight,Black Holes And Revelations,5
Muse,Starlight,Black Holes And Revelations,4
Jenn Johnson,Our Father,For the Sake of the World,5
Army Of The Pharaohs,Seven,Jedi Mind Tricks presents The Best of Army of the Pharaohs,5
Matt Corby,Untitled,Into The Flame,5
Mobb Deep,Survival of the Fittest,The Infamous,5
Imagine Dragons,Whatever It Takes,Evolve,5
Cormega,Beautiful Mind,Legal Hustle,5
Atmosphere,Puppets,"When Life Gives You Lemons, You Paint That Shit Gold [Standard Edition]",3
Meredith Brooks,Bitch,Blurring The Edges,5
Souls Of Mischief,93 'Til Infinity,93 'til Infinity,3
Gang Starr,Above The Clouds,Moment Of Truth,5
Gang Starr,Above The Clouds,Moment Of Truth,1
A Boogie Wit da Hoodie,Somebody (feat. Don Q),The Bigger Artist,5
Ferry Corsten,Live Forever,WKND (Bonus Track Version),3
$uicideBoy$,Aphrodite {The Aquatic Ape Theory},Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway,3
Bootstraps,Earned It,Homage,3
Madilyn Bailey,Titanium,Muse Box,3
Madilyn Bailey,Titanium,Muse Box,8
Ben Folds,Bastard,Songs For Silverman,3
Xavier Wulf,Cold Front,Cold Front,3
Aesop Rock,None Shall Pass,None Shall Pass,3
Miguel,Vixen,All I Want Is You,3
Catfish and the Bottlemen,Business,The Balcony,5
Catfish and the Bottlemen,Business,The Balcony,1
Earl Sweatshirt,Sunday,Doris,5
A$AP Rocky,Peso,Peso,3
A$AP Rocky,Peso,Peso,0
Omarion,Obsession,21,3
50 Cent,P.I.M.P.,Get Rich Or Die Tryin',5
50 Cent,P.I.M.P.,Get Rich Or Die Tryin',0
50 Cent,P.I.M.P.,Get Rich Or Die Tryin',1
Aesop Rock,Labor,Labor Days,3
Eminem,The Real Slim Shady,The Marshall Mathers LP,5
Eminem,The Real Slim Shady,The Marshall Mathers LP,0
Eminem,The Real Slim Shady,The Marshall Mathers LP,1
Eminem,The Real Slim Shady,The Marshall Mathers LP,1
JAY Z,Numb / Encore,Numb/Encore: MTV Ultimate Mash-Ups Presents Collision Course,5
JAY Z,Numb / Encore,Numb/Encore: MTV Ultimate Mash-Ups Presents Collision Course,0
Eazy-E,Eazy-Duz-It,Eazy-Duz-It,5
2Pac,Keep Ya Head Up,Strictly 4 My N.I.G.G.A.Z...,5
Wu-Tang Clan,C.R.E.A.M.,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),3
Eminem,Crack A Bottle,Relapse,5
Eminem,Crack A Bottle,Relapse,1
OutKast,Ms. Jackson,Stankonia,5
Rihanna,Work,ANTI,5
Rihanna,Work,ANTI,5
Rihanna,Work,ANTI,5
Rihanna,Work,ANTI,5
Rihanna,Work,ANTI,3
Rihanna,Work,ANTI,4
Rihanna,Work,ANTI,0
Rihanna,Work,ANTI,1
Immortal Technique,Dance With the Devil,Revolutionary Vol. 1,5
Immortal Technique,Dance With the Devil,Revolutionary Vol. 1,1
G-Unit,Poppin' Them Thangs,Beg For Mercy,5
G-Unit,Poppin' Them Thangs,Beg For Mercy,1
G-Unit,Poppin' Them Thangs,Beg For Mercy,1
Busta Rhymes,Break Ya Neck,Genesis,5
Passion Pit,Take a Walk,Gossamer,5
Passion Pit,Take a Walk,Gossamer,1
Nelly,Ride Wit Me,Country Grammar,5
Nelly,Ride Wit Me,Country Grammar,5
Nelly,Ride Wit Me,Country Grammar,0
Nelly,Ride Wit Me,Country Grammar,0
Eminem,'Till I Collapse,The Eminem Show,5
Eminem,'Till I Collapse,The Eminem Show,0
Mike Jones,Badd,United States Of Atlanta,5
Maroon 5,Daylight,Overexposed Track By Track,5
Maroon 5,Daylight,Overexposed Track By Track,5
Maroon 5,Daylight,Overexposed Track By Track,4
Big L,Put It On,Lifestylez Ov Da Poor & Dangerous,5
Faul & Wad Ad,Changes,Changa,5
Faul & Wad Ad,Changes,Changa,5
Faul & Wad Ad,Changes,Changa,2
Faul & Wad Ad,Changes,Changa,7
Faul & Wad Ad,Changes,Changa,6
Faul & Wad Ad,Changes,Changa,6
Faul & Wad Ad,Changes,Changa,6
Public Enemy,Rebel Without A Pause,"Def Jam Classics, Vol.1",5
Public Enemy,Rebel Without A Pause,"Def Jam Classics, Vol.1",1
ScHoolboy Q,THat Part - Black Hippy Remix,THat Part,3
ScHoolboy Q,THat Part - Black Hippy Remix,THat Part,7
Modern Baseball,Rock Bottom,You're Gonna Miss It All,5
Gang Starr,Full Clip,Full Clip: A Decade Of Gang Starr,5
Method Man,Bring The Pain,Tical,3
Method Man,Bring The Pain,Tical,3
Method Man,Bring The Pain,Tical,3
Method Man,Bring The Pain,Tical,6
Rakim,When I B On Tha Mic,The Master,5
Rakim,When I B On Tha Mic,The Master,5
Mos Def,Hip Hop,Black On Both Sides,5
Mos Def,Hip Hop,Black On Both Sides,5
Mos Def,Hip Hop,Black On Both Sides,6
Vince Staples,65 Hunnid,Hell Can Wait,5
Chief Keef,I Don't Like,Finally Rich,5
Chief Keef,I Don't Like,Finally Rich,1
ScHoolboy Q,THat Part,Blank Face LP,3
Odd Future,Oldie,The OF Tape Vol. 2,5
Train,Drive By,California 37,5
Train,Drive By,California 37,7
Beach House,Zebra,Teen Dream,5
Beach House,Zebra,Teen Dream,5
Westside Connection,"The Gangsta, The Killa And The Dope Dealer",Bow Down,5
Westside Connection,"The Gangsta, The Killa And The Dope Dealer",Bow Down,1
A Day To Remember,It's Complicated,What Separates Me From You,3
A Day To Remember,It's Complicated,What Separates Me From You,4
Chris Brown,Westside,Fan of A Fan The Album (Deluxe Version),5
Chris Brown,Westside,Fan of A Fan The Album (Deluxe Version),6
Tevin Campbell,I2I,A Goofy Movie,3
Jay Rock,Code Red,Follow Me Home,5
Tech N9ne,Sriracha,The Storm (Deluxe Edition),5
Chaka Demus & Pliers,Murder She Wrote,Tease Me,5
Denzel Curry,32 Ave Intro,32 Zel,3
Dr. Dre,Still D.R.E.,2001,5
Dr. Dre,Still D.R.E.,2001,0
Dr. Dre,Still D.R.E.,2001,1
Azizi Gibson,Backward Books,Backward Books (Reloaded),3
Smokepurpp,Streets Love Me (feat. Juicy J),Deadstar,5
Anita Baker,I Apologize,Rhythm Of Love,5
Nas,The Message,It Was Written,5
Nas,The Message,It Was Written,1
Nas,The Message,It Was Written,1
Army Of The Pharaohs,Dump the Clip,Jedi Mind Tricks presents The Best of Army of the Pharaohs,5
Thirty Seconds To Mars,This Is War,This Is War,5
D12,Fight Music,Devils Night,5
D12,Fight Music,Devils Night,1
Three Days Grace,On My Own,One-X,5
Frank Ocean,Self Control,Blonde,5
Frank Ocean,Self Control,Blonde,7
Sage The Gemini,Red Nose,Remember Me,3
Lil Uzi Vert,Ronda (Winners),The Perfect LUV Tape,3
Drake,Can't Have Everything,More Life,3
YG,Gimmie Got Shot,Still Brazy,3
Twisted Insane,Bleed,Voodoo,3
Twisted Insane,Bleed,Voodoo,0
Young the Giant,Strings,Young the Giant,3
Young the Giant,Strings,Young the Giant,7
Luke Combs,When It Rains It Pours,This One's for You,5
Luke Combs,When It Rains It Pours,This One's for You,1
Cardi B,Pull Up,Gangsta Bitch Music Vol. 2,3
Cardi B,Pull Up,Gangsta Bitch Music Vol. 2,3
Cardi B,Pull Up,Gangsta Bitch Music Vol. 2,3
Cardi B,Pull Up,Gangsta Bitch Music Vol. 2,7
Cardi B,Pull Up,Gangsta Bitch Music Vol. 2,0
Cardi B,Pull Up,Gangsta Bitch Music Vol. 2,7
Bad Rabbits,Dirty,American Love,3
Bad Rabbits,Dirty,American Love,0
Wale,90210,Attention Deficit,7
Frank Ocean,Biking (Solo),Biking (Solo),3
Logic,Wrist,Bobby Tarantino,5
Alli Simpson,Notice Me,Notice Me,3
Juicy J,Stop It,Stay Trippy,3
Juicy J,Stop It,Stay Trippy,5
Lauren Daigle,Loyal,How Can It Be,5
Lauren Daigle,Loyal,How Can It Be,7
Rihanna,You Da One,Talk That Talk,5
Too $hort,Oakland,Life Is...Too $hort,3
Warren G,This D.J.,Regulate… G Funk Era,3
A$AP Rocky,Long Live A$AP,LONG.LIVE.A$AP (Deluxe Version),5
JAY Z,Change Clothes,The Black Album,3
Logic,Innermission,The Incredible True Story,5
Calvin Harris,Outside,Motion,5
Calvin Harris,Outside,Motion,2
Calvin Harris,Outside,Motion,1
Taylor Swift,Haunted,Speak Now,5
Taylor Swift,Haunted,Speak Now,0
Taylor Swift,Haunted,Speak Now,4
Hopsin,Sag My Pants,Raw,3
Cory Asbury,Hallelujah,Let Me See Your Eyes,5
Cory Asbury,Hallelujah,Let Me See Your Eyes,8
Cory Asbury,Hallelujah,Let Me See Your Eyes,7
Palace,Bitter,So Long Forever,3
Palace,Bitter,So Long Forever,6
SEVENTEEN,Love Letter,FIRST 'LOVE&LETTER',3
Young Greatness,Moolah,I Tried To Tell Em 2,5
Jutes,Cali,Cali,3
2 Chainz,El Chapo Jr,TrapAvelli Tre,5
Lil Yachty,Peek A Boo,Teenage Emotions,3
Lil Yachty,Peek A Boo,Teenage Emotions,3
A$AP Rocky,Goldie,LONG.LIVE.A$AP (Deluxe Version),5
A$AP Rocky,Goldie,LONG.LIVE.A$AP (Deluxe Version),5
Logic,Now,Under Pressure,5
Kendrick Lamar,Backseat Freestyle,"good kid, m.A.A.d city",5
Kendrick Lamar,Backseat Freestyle,"good kid, m.A.A.d city",5
Kendrick Lamar,Backseat Freestyle,"good kid, m.A.A.d city",5
2 Chainz,It's A Vibe,Pretty Girls Like Trap Music,3
Little Mix,Black Magic,Get Weird (Deluxe),5
Joey Bada$$,Christ Conscious,B4.DA.$$,5
Joey Bada$$,Christ Conscious,B4.DA.$$,5
Joey Bada$$,Christ Conscious,B4.DA.$$,1
Joey Bada$$,Christ Conscious,B4.DA.$$,1
A$AP Rocky,r - Cali,"The Music of Grand Theft Auto V, Vol. 1: Original Music",5
The Notorious B.I.G.,Hold Ya Head (feat. Bob Marley),Duets: The Final Chapter,3
Mac Miller,Red Dot Music,Watching Movies With The Sound Off,5
Kendrick Lamar,HiiiPower,Section.80,5
Foster The People,Best Friend,Supermodel,5
Foster The People,Best Friend,Supermodel,1
Foster The People,Best Friend,Supermodel,1
Kanye West,All Falls Down,The College Dropout,5
Kanye West,All Falls Down,The College Dropout,1
Logic,Confess,Everybody,5
Mike Sherm,32 Bars,32 Bars,5
Denzel Curry,Good Night,Imperial,5
Bobby Shmurda,Hot N*gga,Hot N*gga,3
Young Thug,Family Don't Matter (feat. Millie Go Lightly),Beautiful Thugger Girls,3
Kanye West,Barry Bonds,Graduation,5
Lil Uzi Vert,I Can Drive,The Perfect LUV Tape,3
Rick Ross,Thug Cry,Mastermind,5
Mild High Club,Homage,Skiptracing,3
Hans Zimmer,Why So Serious?,The Dark Knight (Original Motion Picture Soundtrack),5
Dreezy,Spar (feat. 6LACK & Kodak Black),Spar (feat. 6LACK & Kodak Black),5
Lil Wayne,A Milli,Tha Carter III,5
Gucci Mane,Wop,WOPTOBER,3
Kanye West,Never Let Me Down,The College Dropout,5
Kanye West,Never Let Me Down,The College Dropout,1
Amel Larrieux,For Real,Bravebird,5
Bright Eyes,Devil Town,Noise Floor [Rarities 98 - 05],5
SAINTE,Technicolor,"smile, and wave",5
Kanye West,Champion,Graduation,5
Kanye West,Champion,Graduation,3
Kanye West,Champion,Graduation,4
Mick Jenkins,Vibe,The Water (S),3
Mick Jenkins,Vibe,The Water (S),3
Mick Jenkins,Vibe,The Water (S),7
Mick Jenkins,Vibe,The Water (S),6
Wu-Tang Clan,Bring Da Ruckus,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),5
Wu-Tang Clan,Bring Da Ruckus,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),6
Kanye West,Get Em High,The College Dropout,5
50 Cent,9 Shots,9 Shots,5
Healy,$150 / roll widdit,$150 / roll widdit,3
Anderson .Paak,The Waters,Malibu,3
Anderson .Paak,The Waters,Malibu,1
Kid Ink,Rollin',My Own Lane,3
Wu-Tang Clan,Protect Ya Neck,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),5
Raleigh Ritchie,Bloodsport,Black and Blue - EP,5
Mick Jenkins,Martyrs,The Water (S),3
Naughty By Nature,Hip Hop Hooray,19 Naughty III,3
Naughty By Nature,Hip Hop Hooray,19 Naughty III,6
Big Sean,I Don't Fuck With You,Dark Sky Paradise,5
Big Sean,I Don't Fuck With You,Dark Sky Paradise,1
Machine Gun Kelly,Edge Of Destruction,Lace Up,5
Justin Bieber,Memphis,Journals,3
Chris Brown,2012,Fortune (Deluxe Version),3
The Weeknd,Shameless,Beauty Behind The Madness,5
